,customer_unique_id,Number of Reviews,Average Review Ratings,satprediction
85148,C87763,1,1.0,Unsatisfied
85149,C87764,1,5.0, Satisfied
85150,C87765,1,5.0, Satisfied
85151,C87766,1,5.0, Satisfied
85152,C87767,2,2.0,Unsatisfied
85153,C87768,1,5.0, Satisfied
85154,C87769,2,3.0,Unsatisfied
85155,C87770,1,5.0, Satisfied
85156,C87771,1,5.0, Satisfied
85157,C87772,1,5.0, Satisfied
85158,C87773,1,5.0, Satisfied
85159,C87774,1,5.0, Satisfied
85160,C87775,1,5.0, Satisfied
85161,C87776,1,1.0,Unsatisfied
85162,C87777,2,5.0, Satisfied
85163,C87778,1,5.0, Satisfied
85164,C87779,1,5.0, Satisfied
85165,C87780,1,5.0, Satisfied
85166,C87781,2,5.0, Satisfied
85167,C87782,2,5.0, Satisfied
85168,C87783,1,5.0, Satisfied
85169,C87784,1,5.0, Satisfied
85170,C87785,1,5.0, Satisfied
85171,C87786,1,1.0,Unsatisfied
85172,C87787,1,5.0, Satisfied
85173,C87788,2,4.0, Satisfied
85174,C87789,1,5.0, Satisfied
85175,C87790,1,2.0,Unsatisfied
85176,C87791,1,5.0, Satisfied
85177,C87792,1,3.0,Unsatisfied
85178,C87793,1,4.0, Satisfied
85179,C87794,1,4.0, Satisfied
85180,C87795,1,5.0, Satisfied
85181,C87796,1,4.0, Satisfied
85182,C87797,1,1.0,Unsatisfied
85183,C87798,2,3.0,Unsatisfied
85184,C87799,1,3.0,Unsatisfied
85185,C87800,1,5.0, Satisfied
85186,C87801,1,4.0, Satisfied
85187,C87802,2,5.0, Satisfied
85188,C87803,1,5.0, Satisfied
85189,C87804,1,4.0, Satisfied
85190,C87805,1,5.0, Satisfied
85191,C87806,1,5.0, Satisfied
85192,C87807,1,2.0,Unsatisfied
85193,C87808,1,5.0, Satisfied
85194,C87809,1,1.0,Unsatisfied
85195,C87810,1,5.0, Satisfied
85196,C87811,1,4.0, Satisfied
85197,C87812,2,5.0, Satisfied
85198,C87813,1,3.0,Unsatisfied
85199,C87814,1,5.0, Satisfied
85200,C87815,1,5.0, Satisfied
85201,C87816,2,3.0,Unsatisfied
85202,C87817,1,5.0, Satisfied
85203,C87818,1,5.0, Satisfied
85204,C87819,2,5.0, Satisfied
85205,C87820,1,5.0, Satisfied
85206,C87821,1,5.0, Satisfied
85207,C87822,1,5.0, Satisfied
85208,C87823,1,5.0, Satisfied
85209,C87824,1,5.0, Satisfied
85210,C87825,1,5.0, Satisfied
85211,C87826,1,1.0,Unsatisfied
85212,C87827,11,5.0, Satisfied
85213,C87828,1,5.0, Satisfied
85214,C87829,1,5.0, Satisfied
85215,C87830,1,4.0, Satisfied
85216,C87831,1,4.0, Satisfied
85217,C87832,1,1.0,Unsatisfied
85218,C87833,1,3.0,Unsatisfied
85219,C87834,1,4.0, Satisfied
85220,C87835,1,5.0, Satisfied
85221,C87836,6,1.0,Unsatisfied
85222,C87837,1,5.0, Satisfied
85223,C87838,1,4.0, Satisfied
85224,C87839,1,5.0, Satisfied
85225,C87840,1,5.0, Satisfied
85226,C87841,1,5.0, Satisfied
85227,C87842,1,5.0, Satisfied
85228,C87843,1,5.0, Satisfied
85229,C87844,3,5.0, Satisfied
85230,C87845,1,5.0, Satisfied
85231,C87846,1,5.0, Satisfied
85232,C87847,1,5.0, Satisfied
85233,C87848,1,2.0,Unsatisfied
85234,C87849,1,5.0, Satisfied
85235,C87850,1,1.0,Unsatisfied
85236,C87851,1,4.0, Satisfied
85237,C87852,1,5.0, Satisfied
85238,C87853,1,5.0, Satisfied
85239,C87854,2,5.0, Satisfied
85240,C87855,4,4.0, Satisfied
85241,C87856,1,5.0, Satisfied
85242,C87857,1,4.0, Satisfied
85243,C87858,1,3.0,Unsatisfied
85244,C87859,1,5.0, Satisfied
85245,C87860,1,5.0, Satisfied
85246,C87861,1,5.0, Satisfied
85247,C87862,1,5.0, Satisfied
85248,C87863,1,4.0, Satisfied
85249,C87864,1,5.0, Satisfied
85250,C87865,1,1.0,Unsatisfied
85251,C87866,1,5.0, Satisfied
85252,C87867,1,4.0, Satisfied
85253,C87868,1,5.0, Satisfied
85254,C87869,3,1.0,Unsatisfied
85255,C87870,2,1.0,Unsatisfied
85256,C87871,1,5.0, Satisfied
85257,C87872,2,4.0, Satisfied
85258,C87873,1,5.0, Satisfied
85259,C87874,1,4.0, Satisfied
85260,C87875,1,5.0, Satisfied
85261,C87876,1,5.0, Satisfied
85262,C87877,2,4.0, Satisfied
85263,C87878,2,1.0,Unsatisfied
85264,C87879,1,4.0, Satisfied
85265,C87880,1,5.0, Satisfied
85266,C87881,1,2.0,Unsatisfied
85267,C87882,1,5.0, Satisfied
85268,C87883,1,4.0, Satisfied
85269,C87884,1,5.0, Satisfied
85270,C87885,2,1.0,Unsatisfied
85271,C87886,1,5.0, Satisfied
85272,C87887,1,4.0, Satisfied
85273,C87888,1,3.0,Unsatisfied
85274,C87889,1,5.0, Satisfied
85275,C87890,1,4.0, Satisfied
85276,C87891,1,5.0, Satisfied
85277,C87892,1,4.0, Satisfied
85278,C87893,1,4.0, Satisfied
85279,C87894,1,5.0, Satisfied
85280,C87895,1,2.0,Unsatisfied
85281,C87896,1,4.0, Satisfied
85282,C87897,1,1.0,Unsatisfied
85283,C87898,1,5.0, Satisfied
85284,C87899,2,2.0,Unsatisfied
85285,C87900,1,1.0,Unsatisfied
85286,C87901,1,5.0, Satisfied
85287,C87902,1,5.0, Satisfied
85288,C87903,1,3.0,Unsatisfied
85289,C87904,1,5.0, Satisfied
85290,C87905,2,2.0,Unsatisfied
85291,C87906,1,5.0, Satisfied
85292,C87907,3,1.0,Unsatisfied
85293,C87908,1,4.0, Satisfied
85294,C87909,1,2.0,Unsatisfied
85295,C87910,1,5.0, Satisfied
85296,C87911,1,5.0, Satisfied
85297,C87912,1,5.0, Satisfied
85298,C87913,2,3.0,Unsatisfied
85299,C87914,1,3.0,Unsatisfied
85300,C87915,1,5.0, Satisfied
85301,C87916,1,4.0, Satisfied
85302,C87917,1,3.0,Unsatisfied
85303,C87918,1,5.0, Satisfied
85304,C87920,1,4.0, Satisfied
85305,C87921,1,5.0, Satisfied
85306,C87922,1,4.0, Satisfied
85307,C87923,1,5.0, Satisfied
85308,C87924,2,3.0,Unsatisfied
85309,C87925,1,5.0, Satisfied
85310,C87926,1,4.0, Satisfied
85311,C87927,2,5.0, Satisfied
85312,C87928,1,5.0, Satisfied
85313,C87929,1,5.0, Satisfied
85314,C87930,1,5.0, Satisfied
85315,C87931,1,5.0, Satisfied
85316,C87932,1,5.0, Satisfied
85317,C87933,2,5.0, Satisfied
85318,C87934,1,4.0, Satisfied
85319,C87935,1,5.0, Satisfied
85320,C87936,1,5.0, Satisfied
85321,C87937,1,5.0, Satisfied
85322,C87939,2,5.0, Satisfied
85323,C87940,2,5.0, Satisfied
85324,C87941,1,5.0, Satisfied
85325,C87942,1,5.0, Satisfied
85326,C87943,1,5.0, Satisfied
85327,C87944,1,5.0, Satisfied
85328,C87945,1,3.0,Unsatisfied
85329,C87946,1,5.0, Satisfied
85330,C87947,3,5.0, Satisfied
85331,C87948,1,4.0, Satisfied
85332,C87949,1,4.0, Satisfied
85333,C87950,2,5.0, Satisfied
85334,C87952,1,5.0, Satisfied
85335,C87953,1,4.0, Satisfied
85336,C87954,1,5.0, Satisfied
85337,C87955,1,5.0, Satisfied
85338,C87956,1,5.0, Satisfied
85339,C87957,1,4.0, Satisfied
85340,C87958,1,3.0,Unsatisfied
85341,C87959,1,1.0,Unsatisfied
85342,C87960,1,4.0, Satisfied
85343,C87961,1,4.0, Satisfied
85344,C87962,1,4.0, Satisfied
85345,C87963,1,3.0,Unsatisfied
85346,C87964,4,5.0, Satisfied
85347,C87965,1,5.0, Satisfied
85348,C87966,1,5.0, Satisfied
85349,C87967,1,5.0, Satisfied
85350,C87968,1,5.0, Satisfied
85351,C87969,1,5.0, Satisfied
85352,C87970,1,1.0,Unsatisfied
85353,C87971,2,4.0, Satisfied
85354,C87972,1,5.0, Satisfied
85355,C87973,1,5.0, Satisfied
85356,C87974,3,1.0,Unsatisfied
85357,C87975,2,1.0,Unsatisfied
85358,C87976,4,4.0, Satisfied
85359,C87977,1,3.0,Unsatisfied
85360,C87978,1,5.0, Satisfied
85361,C87979,1,5.0, Satisfied
85362,C87980,2,5.0, Satisfied
85363,C87981,4,5.0, Satisfied
85364,C87982,1,5.0, Satisfied
85365,C87983,1,4.0, Satisfied
85366,C87984,1,4.0, Satisfied
85367,C87985,1,5.0, Satisfied
85368,C87986,1,5.0, Satisfied
85369,C87987,1,5.0, Satisfied
85370,C87988,2,5.0, Satisfied
85371,C87989,1,5.0, Satisfied
85372,C87990,2,5.0, Satisfied
85373,C87991,1,5.0, Satisfied
85374,C87992,2,3.0,Unsatisfied
85375,C87993,1,4.0, Satisfied
85376,C87994,2,4.0, Satisfied
85377,C87995,1,5.0, Satisfied
85378,C87996,1,4.0, Satisfied
85379,C87997,1,5.0, Satisfied
85380,C87998,1,1.0,Unsatisfied
85381,C87999,1,4.0, Satisfied
85382,C88000,2,5.0, Satisfied
85383,C88001,1,5.0, Satisfied
85384,C88002,1,3.0,Unsatisfied
85385,C88003,1,1.0,Unsatisfied
85386,C88004,1,4.0, Satisfied
85387,C88005,2,2.0,Unsatisfied
85388,C88006,1,5.0, Satisfied
85389,C88007,1,5.0, Satisfied
85390,C88008,1,1.0,Unsatisfied
85391,C88009,1,5.0, Satisfied
85392,C88010,1,5.0, Satisfied
85393,C88011,1,4.0, Satisfied
85394,C88012,1,4.0, Satisfied
85395,C88013,1,5.0, Satisfied
85396,C88014,2,1.0,Unsatisfied
85397,C88015,1,4.0, Satisfied
85398,C88016,1,5.0, Satisfied
85399,C88017,1,4.0, Satisfied
85400,C88018,1,1.0,Unsatisfied
85401,C88019,2,1.0,Unsatisfied
85402,C88020,1,5.0, Satisfied
85403,C88021,2,3.0,Unsatisfied
85404,C88022,1,5.0, Satisfied
85405,C88023,1,5.0, Satisfied
85406,C88024,1,5.0, Satisfied
85407,C88025,3,5.0, Satisfied
85408,C88026,2,5.0, Satisfied
85409,C88027,1,5.0, Satisfied
85410,C88028,1,5.0, Satisfied
85411,C88029,1,4.0, Satisfied
85412,C88031,1,3.0,Unsatisfied
85413,C88032,1,5.0, Satisfied
85414,C88033,1,5.0, Satisfied
85415,C88034,1,5.0, Satisfied
85416,C88035,3,5.0, Satisfied
85417,C88036,2,5.0, Satisfied
85418,C88037,1,4.0, Satisfied
85419,C88038,1,5.0, Satisfied
85420,C88039,1,5.0, Satisfied
85421,C88040,4,4.0, Satisfied
85422,C88041,1,4.0, Satisfied
85423,C88042,1,5.0, Satisfied
85424,C88043,1,3.0,Unsatisfied
85425,C88044,1,5.0, Satisfied
85426,C88045,1,5.0, Satisfied
85427,C88046,1,1.0,Unsatisfied
85428,C88048,1,5.0, Satisfied
85429,C88049,4,3.0,Unsatisfied
85430,C88050,2,3.0,Unsatisfied
85431,C88051,2,5.0, Satisfied
85432,C88053,1,1.0,Unsatisfied
85433,C88054,1,5.0, Satisfied
85434,C88055,1,1.0,Unsatisfied
85435,C88056,1,4.0, Satisfied
85436,C88057,1,4.0, Satisfied
85437,C88058,1,5.0, Satisfied
85438,C88059,1,3.0,Unsatisfied
85439,C88060,1,5.0, Satisfied
85440,C88061,1,5.0, Satisfied
85441,C88062,1,4.0, Satisfied
85442,C88063,1,5.0, Satisfied
85443,C88064,1,5.0, Satisfied
85444,C88065,1,5.0, Satisfied
85445,C88066,1,4.0, Satisfied
85446,C88067,1,5.0, Satisfied
85447,C88068,1,5.0, Satisfied
85448,C88069,1,5.0, Satisfied
85449,C88070,1,5.0, Satisfied
85450,C88071,1,1.0,Unsatisfied
85451,C88072,1,5.0, Satisfied
85452,C88073,1,5.0, Satisfied
85453,C88074,3,5.0, Satisfied
85454,C88075,1,4.0, Satisfied
85455,C88076,1,5.0, Satisfied
85456,C88077,1,1.0,Unsatisfied
85457,C88078,1,5.0, Satisfied
85458,C88079,1,5.0, Satisfied
85459,C88080,1,3.0,Unsatisfied
85460,C88081,1,5.0, Satisfied
85461,C88082,1,3.0,Unsatisfied
85462,C88083,1,1.0,Unsatisfied
85463,C88084,1,1.0,Unsatisfied
85464,C88085,1,5.0, Satisfied
85465,C88086,1,3.0,Unsatisfied
85466,C88087,1,3.0,Unsatisfied
85467,C88088,1,4.0, Satisfied
85468,C88089,1,5.0, Satisfied
85469,C88090,1,5.0, Satisfied
85470,C88091,1,2.0,Unsatisfied
85471,C88092,1,1.0,Unsatisfied
85472,C88093,1,5.0, Satisfied
85473,C88094,1,5.0, Satisfied
85474,C88095,1,1.0,Unsatisfied
85475,C88096,1,1.0,Unsatisfied
85476,C88097,1,4.0, Satisfied
85477,C88098,1,5.0, Satisfied
85478,C88099,1,5.0, Satisfied
85479,C88100,1,5.0, Satisfied
85480,C88101,1,3.0,Unsatisfied
85481,C88102,1,5.0, Satisfied
85482,C88103,1,3.0,Unsatisfied
85483,C88104,1,5.0, Satisfied
85484,C88105,1,5.0, Satisfied
85485,C88106,1,5.0, Satisfied
85486,C88107,1,2.0,Unsatisfied
85487,C88109,1,5.0, Satisfied
85488,C88110,1,5.0, Satisfied
85489,C88111,3,4.0, Satisfied
85490,C88112,1,2.0,Unsatisfied
85491,C88113,1,4.0, Satisfied
85492,C88114,1,4.0, Satisfied
85493,C88115,1,5.0, Satisfied
85494,C88116,1,5.0, Satisfied
85495,C88117,1,5.0, Satisfied
85496,C88118,1,1.0,Unsatisfied
85497,C88119,1,4.0, Satisfied
85498,C88121,1,5.0, Satisfied
85499,C88122,2,5.0, Satisfied
85500,C88123,1,5.0, Satisfied
85501,C88124,1,5.0, Satisfied
85502,C88125,1,4.0, Satisfied
85503,C88126,1,5.0, Satisfied
85504,C88127,1,4.0, Satisfied
85505,C88128,1,5.0, Satisfied
85506,C88129,1,5.0, Satisfied
85507,C88130,2,5.0, Satisfied
85508,C88131,1,5.0, Satisfied
85509,C88132,1,5.0, Satisfied
85510,C88133,1,5.0, Satisfied
85511,C88134,1,5.0, Satisfied
85512,C88135,1,5.0, Satisfied
85513,C88136,1,5.0, Satisfied
85514,C88137,1,1.0,Unsatisfied
85515,C88138,1,5.0, Satisfied
85516,C88139,2,4.0, Satisfied
85517,C88140,1,4.0, Satisfied
85518,C88141,1,5.0, Satisfied
85519,C88142,1,5.0, Satisfied
85520,C88143,1,5.0, Satisfied
85521,C88144,1,5.0, Satisfied
85522,C88145,1,5.0, Satisfied
85523,C88146,1,5.0, Satisfied
85524,C88147,1,4.0, Satisfied
85525,C88148,1,5.0, Satisfied
85526,C88150,1,4.0, Satisfied
85527,C88151,1,4.0, Satisfied
85528,C88152,1,4.0, Satisfied
85529,C88153,1,5.0, Satisfied
85530,C88154,1,5.0, Satisfied
85531,C88155,1,3.0,Unsatisfied
85532,C88156,2,5.0, Satisfied
85533,C88157,2,5.0, Satisfied
85534,C88158,1,5.0, Satisfied
85535,C88159,1,5.0, Satisfied
85536,C88160,1,4.0, Satisfied
85537,C88161,1,5.0, Satisfied
85538,C88162,1,1.0,Unsatisfied
85539,C88163,2,5.0, Satisfied
85540,C88164,1,5.0, Satisfied
85541,C88165,1,5.0, Satisfied
85542,C88166,1,5.0, Satisfied
85543,C88167,2,5.0, Satisfied
85544,C88168,1,5.0, Satisfied
85545,C88169,1,5.0, Satisfied
85546,C88170,2,3.0,Unsatisfied
85547,C88171,1,5.0, Satisfied
85548,C88173,1,5.0, Satisfied
85549,C88174,1,4.0, Satisfied
85550,C88175,1,1.0,Unsatisfied
85551,C88176,2,5.0, Satisfied
85552,C88177,1,5.0, Satisfied
85553,C88178,1,3.0,Unsatisfied
85554,C88179,1,4.0, Satisfied
85555,C88180,1,5.0, Satisfied
85556,C88181,2,5.0, Satisfied
85557,C88182,2,4.0, Satisfied
85558,C88183,2,5.0, Satisfied
85559,C88184,1,4.0, Satisfied
85560,C88185,1,3.0,Unsatisfied
85561,C88186,1,4.0, Satisfied
85562,C88187,1,5.0, Satisfied
85563,C88188,1,5.0, Satisfied
85564,C88189,1,5.0, Satisfied
85565,C88190,2,5.0, Satisfied
85566,C88191,1,1.0,Unsatisfied
85567,C88192,1,5.0, Satisfied
85568,C88193,1,5.0, Satisfied
85569,C88194,1,5.0, Satisfied
85570,C88195,1,5.0, Satisfied
85571,C88196,1,4.0, Satisfied
85572,C88197,1,5.0, Satisfied
85573,C88199,1,5.0, Satisfied
85574,C88200,1,4.0, Satisfied
85575,C88201,1,3.0,Unsatisfied
85576,C88202,1,1.0,Unsatisfied
85577,C88203,2,3.0,Unsatisfied
85578,C88204,1,4.0, Satisfied
85579,C88205,1,5.0, Satisfied
85580,C88206,1,5.0, Satisfied
85581,C88207,38,5.0, Satisfied
85582,C88208,1,4.0, Satisfied
85583,C88209,2,5.0, Satisfied
85584,C88210,1,3.0,Unsatisfied
85585,C88211,1,5.0, Satisfied
85586,C88212,1,5.0, Satisfied
85587,C88213,1,4.0, Satisfied
85588,C88214,1,4.0, Satisfied
85589,C88215,1,5.0, Satisfied
85590,C88216,2,5.0, Satisfied
85591,C88217,1,3.0,Unsatisfied
85592,C88218,1,5.0, Satisfied
85593,C88219,1,5.0, Satisfied
85594,C88220,1,1.0,Unsatisfied
85595,C88221,1,4.0, Satisfied
85596,C88222,1,5.0, Satisfied
85597,C88223,1,4.0, Satisfied
85598,C88224,1,5.0, Satisfied
85599,C88225,1,5.0, Satisfied
85600,C88226,1,1.0,Unsatisfied
85601,C88227,1,3.0,Unsatisfied
85602,C88229,1,3.0,Unsatisfied
85603,C88230,1,5.0, Satisfied
85604,C88231,2,5.0, Satisfied
85605,C88232,1,4.0, Satisfied
85606,C88233,1,3.0,Unsatisfied
85607,C88234,1,5.0, Satisfied
85608,C88235,1,5.0, Satisfied
85609,C88236,1,5.0, Satisfied
85610,C88237,1,4.0, Satisfied
85611,C88238,1,1.0,Unsatisfied
85612,C88239,1,5.0, Satisfied
85613,C88240,1,5.0, Satisfied
85614,C88241,1,5.0, Satisfied
85615,C88242,1,5.0, Satisfied
85616,C88243,1,5.0, Satisfied
85617,C88244,1,1.0,Unsatisfied
85618,C88245,2,2.0,Unsatisfied
85619,C88246,1,3.0,Unsatisfied
85620,C88247,1,5.0, Satisfied
85621,C88248,1,5.0, Satisfied
85622,C88249,1,5.0, Satisfied
85623,C88250,2,5.0, Satisfied
85624,C88251,1,5.0, Satisfied
85625,C88252,1,5.0, Satisfied
85626,C88253,1,5.0, Satisfied
85627,C88254,1,5.0, Satisfied
85628,C88255,1,4.0, Satisfied
85629,C88256,1,5.0, Satisfied
85630,C88257,1,2.0,Unsatisfied
85631,C88258,1,5.0, Satisfied
85632,C88259,1,4.0, Satisfied
85633,C88260,1,5.0, Satisfied
85634,C88261,1,5.0, Satisfied
85635,C88262,1,5.0, Satisfied
85636,C88263,1,5.0, Satisfied
85637,C88264,1,5.0, Satisfied
85638,C88265,2,4.0, Satisfied
85639,C88266,2,5.0, Satisfied
85640,C88267,1,5.0, Satisfied
85641,C88268,1,5.0, Satisfied
85642,C88269,1,2.0,Unsatisfied
85643,C88270,1,3.0,Unsatisfied
85644,C88271,3,1.0,Unsatisfied
85645,C88272,1,4.0, Satisfied
85646,C88273,2,1.0,Unsatisfied
85647,C88274,1,3.0,Unsatisfied
85648,C88275,2,2.0,Unsatisfied
85649,C88276,1,1.0,Unsatisfied
85650,C88277,1,5.0, Satisfied
85651,C88278,1,5.0, Satisfied
85652,C88279,1,4.0, Satisfied
85653,C88280,2,1.0,Unsatisfied
85654,C88281,1,2.0,Unsatisfied
85655,C88282,2,3.0,Unsatisfied
85656,C88283,1,4.0, Satisfied
85657,C88284,1,5.0, Satisfied
85658,C88285,1,4.0, Satisfied
85659,C88286,1,5.0, Satisfied
85660,C88287,1,1.0,Unsatisfied
85661,C88288,2,5.0, Satisfied
85662,C88289,1,5.0, Satisfied
85663,C88290,1,5.0, Satisfied
85664,C88291,4,5.0, Satisfied
85665,C88292,2,5.0, Satisfied
85666,C88293,1,4.0, Satisfied
85667,C88294,1,5.0, Satisfied
85668,C88295,2,4.0, Satisfied
85669,C88296,1,5.0, Satisfied
85670,C88297,1,4.0, Satisfied
85671,C88298,1,5.0, Satisfied
85672,C88299,1,5.0, Satisfied
85673,C88300,1,1.0,Unsatisfied
85674,C88301,1,5.0, Satisfied
85675,C88302,1,5.0, Satisfied
85676,C88303,1,1.0,Unsatisfied
85677,C88304,2,1.0,Unsatisfied
85678,C88305,1,5.0, Satisfied
85679,C88306,1,3.0,Unsatisfied
85680,C88307,1,4.0, Satisfied
85681,C88308,1,1.0,Unsatisfied
85682,C88309,1,4.0, Satisfied
85683,C88310,1,1.0,Unsatisfied
85684,C88311,1,4.0, Satisfied
85685,C88312,1,5.0, Satisfied
85686,C88313,2,4.0, Satisfied
85687,C88314,1,1.0,Unsatisfied
85688,C88315,1,5.0, Satisfied
85689,C88316,1,4.0, Satisfied
85690,C88317,1,5.0, Satisfied
85691,C88318,1,5.0, Satisfied
85692,C88319,1,4.0, Satisfied
85693,C88321,4,1.0,Unsatisfied
85694,C88322,1,3.0,Unsatisfied
85695,C88323,1,5.0, Satisfied
85696,C88324,1,5.0, Satisfied
85697,C88325,1,5.0, Satisfied
85698,C88326,1,4.0, Satisfied
85699,C88328,1,5.0, Satisfied
85700,C88329,2,1.0,Unsatisfied
85701,C88330,1,5.0, Satisfied
85702,C88331,1,5.0, Satisfied
85703,C88332,1,5.0, Satisfied
85704,C88333,5,3.0,Unsatisfied
85705,C88335,1,5.0, Satisfied
85706,C88336,1,5.0, Satisfied
85707,C88337,1,4.0, Satisfied
85708,C88338,2,4.0, Satisfied
85709,C88339,1,2.0,Unsatisfied
85710,C88340,1,1.0,Unsatisfied
85711,C88341,1,5.0, Satisfied
85712,C88342,1,1.0,Unsatisfied
85713,C88343,1,5.0, Satisfied
85714,C88344,1,3.0,Unsatisfied
85715,C88345,1,5.0, Satisfied
85716,C88346,3,4.0, Satisfied
85717,C88347,1,5.0, Satisfied
85718,C88348,1,5.0, Satisfied
85719,C88349,1,3.0,Unsatisfied
85720,C88350,1,5.0, Satisfied
85721,C88351,1,3.0,Unsatisfied
85722,C88352,2,5.0, Satisfied
85723,C88353,1,5.0, Satisfied
85724,C88354,1,5.0, Satisfied
85725,C88355,1,4.0, Satisfied
85726,C88356,1,5.0, Satisfied
85727,C88357,1,1.0,Unsatisfied
85728,C88358,1,5.0, Satisfied
85729,C88359,1,3.0,Unsatisfied
85730,C88360,1,3.0,Unsatisfied
85731,C88361,1,5.0, Satisfied
85732,C88362,1,5.0, Satisfied
85733,C88363,1,5.0, Satisfied
85734,C88364,1,2.0,Unsatisfied
85735,C88365,1,4.0, Satisfied
85736,C88366,1,5.0, Satisfied
85737,C88367,1,5.0, Satisfied
85738,C88368,1,5.0, Satisfied
85739,C88369,1,5.0, Satisfied
85740,C88370,1,5.0, Satisfied
85741,C88371,1,5.0, Satisfied
85742,C88372,1,4.0, Satisfied
85743,C88373,2,5.0, Satisfied
85744,C88374,1,4.0, Satisfied
85745,C88375,1,4.0, Satisfied
85746,C88376,1,5.0, Satisfied
85747,C88377,1,5.0, Satisfied
85748,C88378,1,5.0, Satisfied
85749,C88379,1,2.0,Unsatisfied
85750,C88381,1,5.0, Satisfied
85751,C88382,1,4.0, Satisfied
85752,C88383,1,5.0, Satisfied
85753,C88384,2,1.0,Unsatisfied
85754,C88385,1,5.0, Satisfied
85755,C88386,1,5.0, Satisfied
85756,C88387,1,2.0,Unsatisfied
85757,C88388,1,5.0, Satisfied
85758,C88389,1,4.0, Satisfied
85759,C88390,1,5.0, Satisfied
85760,C88391,1,5.0, Satisfied
85761,C88392,1,4.0, Satisfied
85762,C88394,1,5.0, Satisfied
85763,C88395,1,3.0,Unsatisfied
85764,C88396,1,1.0,Unsatisfied
85765,C88397,1,1.0,Unsatisfied
85766,C88398,1,5.0, Satisfied
85767,C88399,1,5.0, Satisfied
85768,C88400,1,4.0, Satisfied
85769,C88401,1,4.0, Satisfied
85770,C88402,1,4.0, Satisfied
85771,C88403,1,5.0, Satisfied
85772,C88404,1,5.0, Satisfied
85773,C88406,2,5.0, Satisfied
85774,C88407,1,5.0, Satisfied
85775,C88408,2,5.0, Satisfied
85776,C88409,1,5.0, Satisfied
85777,C88410,1,5.0, Satisfied
85778,C88411,1,1.0,Unsatisfied
85779,C88412,1,5.0, Satisfied
85780,C88413,1,1.0,Unsatisfied
85781,C88414,1,4.0, Satisfied
85782,C88415,2,3.0,Unsatisfied
85783,C88416,1,5.0, Satisfied
85784,C88417,1,4.0, Satisfied
85785,C88418,1,5.0, Satisfied
85786,C88419,1,5.0, Satisfied
85787,C88420,1,5.0, Satisfied
85788,C88421,1,5.0, Satisfied
85789,C88422,1,5.0, Satisfied
85790,C88423,1,4.0, Satisfied
85791,C88424,1,1.0,Unsatisfied
85792,C88425,1,5.0, Satisfied
85793,C88426,3,5.0, Satisfied
85794,C88427,1,5.0, Satisfied
85795,C88428,1,4.0, Satisfied
85796,C88429,1,5.0, Satisfied
85797,C88430,1,5.0, Satisfied
85798,C88431,2,5.0, Satisfied
85799,C88432,1,4.0, Satisfied
85800,C88433,2,3.0,Unsatisfied
85801,C88434,2,5.0, Satisfied
85802,C88435,1,5.0, Satisfied
85803,C88436,1,4.0, Satisfied
85804,C88437,1,5.0, Satisfied
85805,C88438,1,5.0, Satisfied
85806,C88439,1,5.0, Satisfied
85807,C88440,1,5.0, Satisfied
85808,C88441,1,5.0, Satisfied
85809,C88442,1,1.0,Unsatisfied
85810,C88443,1,1.0,Unsatisfied
85811,C88444,1,5.0, Satisfied
85812,C88445,1,3.0,Unsatisfied
85813,C88446,1,5.0, Satisfied
85814,C88447,2,5.0, Satisfied
85815,C88448,1,5.0, Satisfied
85816,C88449,1,4.0, Satisfied
85817,C88450,1,3.0,Unsatisfied
85818,C88451,1,5.0, Satisfied
85819,C88452,1,4.0, Satisfied
85820,C88453,1,5.0, Satisfied
85821,C88454,1,5.0, Satisfied
85822,C88455,1,5.0, Satisfied
85823,C88456,1,4.0, Satisfied
85824,C88457,1,5.0, Satisfied
85825,C88458,2,5.0, Satisfied
85826,C88459,1,5.0, Satisfied
85827,C88460,1,5.0, Satisfied
85828,C88461,1,5.0, Satisfied
85829,C88462,1,5.0, Satisfied
85830,C88463,2,5.0, Satisfied
85831,C88464,1,2.0,Unsatisfied
85832,C88466,1,2.0,Unsatisfied
85833,C88467,1,3.0,Unsatisfied
85834,C88468,1,5.0, Satisfied
85835,C88469,2,3.0,Unsatisfied
85836,C88470,2,3.0,Unsatisfied
85837,C88471,1,4.0, Satisfied
85838,C88472,1,5.0, Satisfied
85839,C88473,1,1.0,Unsatisfied
85840,C88474,1,4.0, Satisfied
85841,C88475,1,5.0, Satisfied
85842,C88476,1,4.0, Satisfied
85843,C88477,1,5.0, Satisfied
85844,C88478,1,1.0,Unsatisfied
85845,C88479,1,5.0, Satisfied
85846,C88480,1,2.0,Unsatisfied
85847,C88481,1,5.0, Satisfied
85848,C88482,1,3.0,Unsatisfied
85849,C88483,1,1.0,Unsatisfied
85850,C88484,1,4.0, Satisfied
85851,C88485,6,5.0, Satisfied
85852,C88486,1,5.0, Satisfied
85853,C88487,1,4.0, Satisfied
85854,C88488,2,5.0, Satisfied
85855,C88489,2,1.0,Unsatisfied
85856,C88491,1,4.0, Satisfied
85857,C88492,1,4.0, Satisfied
85858,C88493,1,4.0, Satisfied
85859,C88494,3,1.0,Unsatisfied
85860,C88495,1,5.0, Satisfied
85861,C88496,1,3.0,Unsatisfied
85862,C88497,1,5.0, Satisfied
85863,C88498,1,5.0, Satisfied
85864,C88499,1,5.0, Satisfied
